9.100000000000000000e+01,1.686000000000000000e+03,3.574000000000000000e+06
8.600000000000000000e+01,2.666000000000000000e+03,3.123000000000000000e+06
3.800000000000000000e+01,2.711000000000000000e+03,2.080000000000000000e+06
8.000000000000000000e+01,2.446000000000000000e+03,3.533000000000000000e+06
7.100000000000000000e+01,4.811000000000000000e+03,2.253000000000000000e+06
8.500000000000000000e+01,1.884000000000000000e+03,3.764000000000000000e+06
3.600000000000000000e+01,1.746000000000000000e+03,1.886000000000000000e+06
3.800000000000000000e+01,1.847000000000000000e+03,1.703000000000000000e+06
2.400000000000000000e+01,1.627000000000000000e+03,1.315000000000000000e+06
5.800000000000000000e+01,4.439000000000000000e+03,2.287000000000000000e+06
4.200000000000000000e+01,7.900000000000000000e+02,2.744000000000000000e+06
5.700000000000000000e+01,1.391000000000000000e+03,3.176000000000000000e+06
5.300000000000000000e+01,3.830000000000000000e+02,2.663000000000000000e+06
2.200000000000000000e+01,4.644000000000000000e+03,1.014000000000000000e+06
1.260000000000000000e+02,2.618000000000000000e+03,4.659000000000000000e+06
9.700000000000000000e+01,7.330000000000000000e+02,4.194000000000000000e+06
2.600000000000000000e+01,3.485000000000000000e+03,1.359000000000000000e+06
8.900000000000000000e+01,3.830000000000000000e+02,4.395000000000000000e+06
8.500000000000000000e+01,3.761000000000000000e+03,3.988000000000000000e+06
3.400000000000000000e+01,3.943000000000000000e+03,2.180000000000000000e+06
3.300000000000000000e+01,3.966000000000000000e+03,1.686000000000000000e+06
1.640000000000000000e+02,1.401000000000000000e+03,6.109000000000000000e+06
4.200000000000000000e+01,4.106000000000000000e+03,2.114000000000000000e+06
4.700000000000000000e+01,7.298000000000000000e+03,1.943000000000000000e+06
3.400000000000000000e+01,6.005000000000000000e+03,1.966000000000000000e+06
6.200000000000000000e+01,2.217000000000000000e+03,2.970000000000000000e+06
4.200000000000000000e+01,3.252000000000000000e+03,2.718000000000000000e+06
5.200000000000000000e+01,1.763000000000000000e+03,2.464000000000000000e+06
8.100000000000000000e+01,4.216000000000000000e+03,2.891000000000000000e+06
5.800000000000000000e+01,3.000000000000000000e+01,2.679000000000000000e+06
1.380000000000000000e+02,2.517000000000000000e+03,5.626000000000000000e+06
2.900000000000000000e+01,2.400000000000000000e+01,3.275000000000000000e+06
2.400000000000000000e+01,3.922000000000000000e+03,1.012000000000000000e+06
4.700000000000000000e+01,1.868000000000000000e+03,2.205000000000000000e+06
1.310000000000000000e+02,4.054000000000000000e+03,5.039000000000000000e+06
6.100000000000000000e+01,2.557000000000000000e+03,3.000000000000000000e+06
3.900000000000000000e+01,3.150000000000000000e+03,1.816000000000000000e+06
3.100000000000000000e+01,2.508000000000000000e+03,1.312000000000000000e+06
4.100000000000000000e+01,3.193000000000000000e+03,2.290000000000000000e+06
3.800000000000000000e+01,3.717000000000000000e+03,1.752000000000000000e+06
1.800000000000000000e+01,4.856000000000000000e+03,2.573000000000000000e+06
3.500000000000000000e+01,1.753000000000000000e+03,1.605000000000000000e+06
9.300000000000000000e+01,4.879000000000000000e+03,3.754000000000000000e+06
3.500000000000000000e+01,1.525000000000000000e+03,2.276000000000000000e+06
8.700000000000000000e+01,4.417000000000000000e+03,3.083000000000000000e+06
5.300000000000000000e+01,1.635000000000000000e+03,2.537000000000000000e+06
8.300000000000000000e+01,2.587000000000000000e+03,3.783000000000000000e+06
3.600000000000000000e+01,1.480000000000000000e+03,2.493000000000000000e+06
3.500000000000000000e+01,3.732000000000000000e+03,1.809000000000000000e+06
8.700000000000000000e+01,3.499000000000000000e+03,3.154000000000000000e+06
6.300000000000000000e+01,1.974000000000000000e+03,2.434000000000000000e+06
1.500000000000000000e+01,3.009000000000000000e+03,1.030000000000000000e+06
9.000000000000000000e+01,1.397000000000000000e+03,4.374000000000000000e+06
8.800000000000000000e+01,3.105000000000000000e+03,4.080000000000000000e+06
4.400000000000000000e+01,3.539000000000000000e+03,1.986000000000000000e+06
2.400000000000000000e+01,3.345000000000000000e+03,1.234000000000000000e+06
1.120000000000000000e+02,3.075000000000000000e+03,4.869000000000000000e+06
8.000000000000000000e+01,2.600000000000000000e+02,4.226000000000000000e+06
3.300000000000000000e+01,4.125000000000000000e+03,1.317000000000000000e+06
1.600000000000000000e+01,1.606000000000000000e+03,2.076000000000000000e+06
4.100000000000000000e+01,1.771000000000000000e+03,1.687000000000000000e+06
4.100000000000000000e+01,1.245000000000000000e+03,2.173000000000000000e+06
3.000000000000000000e+01,3.321000000000000000e+03,1.158000000000000000e+06
3.600000000000000000e+01,4.542000000000000000e+03,1.802000000000000000e+06
7.200000000000000000e+01,4.040000000000000000e+02,3.398000000000000000e+06
6.900000000000000000e+01,3.130000000000000000e+02,3.390000000000000000e+06
1.150000000000000000e+02,4.450000000000000000e+03,4.325000000000000000e+06
3.500000000000000000e+01,2.150000000000000000e+03,2.052000000000000000e+06
5.200000000000000000e+01,2.167000000000000000e+03,2.017000000000000000e+06
1.600000000000000000e+01,7.800000000000000000e+01,2.043000000000000000e+06
3.600000000000000000e+01,3.249000000000000000e+03,2.460000000000000000e+06
5.500000000000000000e+01,2.792000000000000000e+03,2.132000000000000000e+06
5.500000000000000000e+01,6.420000000000000000e+02,3.368000000000000000e+06
7.800000000000000000e+01,3.111000000000000000e+03,3.183000000000000000e+06
7.700000000000000000e+01,1.639000000000000000e+03,3.324000000000000000e+06
4.000000000000000000e+01,4.000000000000000000e+01,2.225000000000000000e+06
2.000000000000000000e+01,1.776000000000000000e+03,1.146000000000000000e+06
3.400000000000000000e+01,1.530000000000000000e+03,1.625000000000000000e+06
5.600000000000000000e+01,5.064000000000000000e+03,1.703000000000000000e+06
1.030000000000000000e+02,1.101000000000000000e+03,4.341000000000000000e+06
3.300000000000000000e+01,1.910000000000000000e+03,1.862000000000000000e+06
1.270000000000000000e+02,2.051000000000000000e+03,4.708000000000000000e+06
1.190000000000000000e+02,3.205000000000000000e+03,4.318000000000000000e+06
2.700000000000000000e+01,1.721000000000000000e+03,1.379000000000000000e+06
3.600000000000000000e+01,2.053000000000000000e+03,1.640000000000000000e+06
3.500000000000000000e+01,1.150000000000000000e+02,2.038000000000000000e+06
3.400000000000000000e+01,3.276000000000000000e+03,1.547000000000000000e+06
5.100000000000000000e+01,3.742000000000000000e+03,1.807000000000000000e+06
2.000000000000000000e+01,2.937000000000000000e+03,1.353000000000000000e+06
3.300000000000000000e+01,3.887000000000000000e+03,1.595000000000000000e+06
3.000000000000000000e+00,3.717000000000000000e+03,1.572000000000000000e+06
6.600000000000000000e+01,2.486000000000000000e+03,2.668000000000000000e+06
1.180000000000000000e+02,5.626000000000000000e+03,4.094000000000000000e+06
6.400000000000000000e+01,5.237000000000000000e+03,2.045000000000000000e+06
2.500000000000000000e+01,3.138000000000000000e+03,1.551000000000000000e+06
6.900000000000000000e+01,1.650000000000000000e+03,2.725000000000000000e+06
4.300000000000000000e+01,1.283000000000000000e+03,2.320000000000000000e+06
4.500000000000000000e+01,2.415000000000000000e+03,2.265000000000000000e+06
3.400000000000000000e+01,6.171000000000000000e+03,1.590000000000000000e+06
1.490000000000000000e+02,2.653000000000000000e+03,5.938000000000000000e+06
3.400000000000000000e+01,1.500000000000000000e+02,2.458000000000000000e+06
1.000000000000000000e+02,1.634000000000000000e+03,4.898000000000000000e+06
2.400000000000000000e+01,2.420000000000000000e+02,1.923000000000000000e+06
3.000000000000000000e+01,1.660000000000000000e+02,2.254000000000000000e+06
3.200000000000000000e+01,3.238000000000000000e+03,2.307000000000000000e+06
5.800000000000000000e+01,5.644000000000000000e+03,1.593000000000000000e+06
6.300000000000000000e+01,3.985000000000000000e+03,2.249000000000000000e+06
6.100000000000000000e+01,6.620000000000000000e+02,3.340000000000000000e+06
3.600000000000000000e+01,1.915000000000000000e+03,1.918000000000000000e+06
1.090000000000000000e+02,3.252000000000000000e+03,5.443000000000000000e+06
3.500000000000000000e+01,3.233000000000000000e+03,1.304000000000000000e+06
5.800000000000000000e+01,1.472000000000000000e+03,2.518000000000000000e+06
5.600000000000000000e+01,1.500000000000000000e+02,3.431000000000000000e+06
2.700000000000000000e+01,1.990000000000000000e+03,1.397000000000000000e+06
6.500000000000000000e+01,3.190000000000000000e+02,3.010000000000000000e+06
3.300000000000000000e+01,3.517000000000000000e+03,2.076000000000000000e+06
3.200000000000000000e+01,2.714000000000000000e+03,1.897000000000000000e+06
2.600000000000000000e+01,1.335000000000000000e+03,1.392000000000000000e+06
3.300000000000000000e+01,2.225000000000000000e+03,1.585000000000000000e+06
2.300000000000000000e+01,3.860000000000000000e+02,1.369000000000000000e+06
4.800000000000000000e+01,4.073000000000000000e+03,1.745000000000000000e+06
2.900000000000000000e+01,4.700000000000000000e+03,2.125000000000000000e+06
8.200000000000000000e+01,1.629000000000000000e+03,3.394000000000000000e+06
2.700000000000000000e+01,1.061000000000000000e+03,1.447000000000000000e+06
6.000000000000000000e+01,1.580000000000000000e+02,3.163000000000000000e+06
6.900000000000000000e+01,2.660000000000000000e+02,3.132000000000000000e+06
2.500000000000000000e+01,1.860000000000000000e+02,2.315000000000000000e+06
3.700000000000000000e+01,4.379000000000000000e+03,1.160000000000000000e+06
3.800000000000000000e+01,2.623000000000000000e+03,1.685000000000000000e+06
9.200000000000000000e+01,2.805000000000000000e+03,3.549000000000000000e+06
7.200000000000000000e+01,4.061000000000000000e+03,2.659000000000000000e+06
2.400000000000000000e+01,1.196000000000000000e+03,1.213000000000000000e+06
8.000000000000000000e+01,2.150000000000000000e+02,3.843000000000000000e+06
2.800000000000000000e+01,2.020000000000000000e+02,1.868000000000000000e+06
1.080000000000000000e+02,4.564000000000000000e+03,3.706000000000000000e+06
3.400000000000000000e+01,1.504000000000000000e+03,2.729000000000000000e+06
3.600000000000000000e+01,4.561000000000000000e+03,1.763000000000000000e+06
7.700000000000000000e+01,2.450000000000000000e+02,3.564000000000000000e+06
2.900000000000000000e+01,2.074000000000000000e+03,1.543000000000000000e+06
2.100000000000000000e+01,3.281000000000000000e+03,1.470000000000000000e+06
2.900000000000000000e+01,9.380000000000000000e+02,1.675000000000000000e+06
3.100000000000000000e+01,3.906000000000000000e+03,1.855000000000000000e+06
2.700000000000000000e+01,1.461000000000000000e+03,1.695000000000000000e+06
3.000000000000000000e+01,1.434000000000000000e+03,1.688000000000000000e+06
8.000000000000000000e+01,3.982000000000000000e+03,3.232000000000000000e+06
9.200000000000000000e+01,4.960000000000000000e+03,3.201000000000000000e+06
8.200000000000000000e+01,3.310000000000000000e+03,3.124000000000000000e+06
4.800000000000000000e+01,3.838000000000000000e+03,1.879000000000000000e+06
2.900000000000000000e+01,3.379000000000000000e+03,2.334000000000000000e+06
4.100000000000000000e+01,1.340000000000000000e+02,2.500000000000000000e+06
3.400000000000000000e+01,2.383000000000000000e+03,1.486000000000000000e+06
2.200000000000000000e+01,1.625000000000000000e+03,1.988000000000000000e+06
7.600000000000000000e+01,3.841000000000000000e+03,3.061000000000000000e+06
2.300000000000000000e+01,3.176000000000000000e+03,1.621000000000000000e+06
9.800000000000000000e+01,4.257000000000000000e+03,3.809000000000000000e+06
2.800000000000000000e+01,4.837000000000000000e+03,1.185000000000000000e+06
7.400000000000000000e+01,1.963000000000000000e+03,3.035000000000000000e+06
2.800000000000000000e+01,3.523000000000000000e+03,1.505000000000000000e+06
7.900000000000000000e+01,1.765000000000000000e+03,3.894000000000000000e+06
8.000000000000000000e+01,3.780000000000000000e+03,3.794000000000000000e+06
8.100000000000000000e+01,3.575000000000000000e+03,3.081000000000000000e+06
3.400000000000000000e+01,3.490000000000000000e+03,1.672000000000000000e+06
1.500000000000000000e+01,6.470000000000000000e+02,1.209000000000000000e+06
2.700000000000000000e+01,2.680000000000000000e+03,1.416000000000000000e+06
5.300000000000000000e+01,4.133000000000000000e+03,2.087000000000000000e+06
6.400000000000000000e+01,1.682000000000000000e+03,2.509000000000000000e+06
1.800000000000000000e+01,4.710000000000000000e+02,1.162000000000000000e+06
3.800000000000000000e+01,3.966000000000000000e+03,1.305000000000000000e+06
1.240000000000000000e+02,4.156000000000000000e+03,4.278000000000000000e+06
3.100000000000000000e+01,1.975000000000000000e+03,1.596000000000000000e+06
2.900000000000000000e+01,3.799000000000000000e+03,1.361000000000000000e+06
5.500000000000000000e+01,1.986000000000000000e+03,2.630000000000000000e+06
2.300000000000000000e+01,2.460000000000000000e+02,1.582000000000000000e+06
7.400000000000000000e+01,3.425000000000000000e+03,3.021000000000000000e+06
1.140000000000000000e+02,4.311000000000000000e+03,3.972000000000000000e+06
5.700000000000000000e+01,4.839000000000000000e+03,2.213000000000000000e+06
7.300000000000000000e+01,3.390000000000000000e+02,3.202000000000000000e+06
2.300000000000000000e+01,3.190000000000000000e+02,1.489000000000000000e+06
7.100000000000000000e+01,4.476000000000000000e+03,2.702000000000000000e+06
5.500000000000000000e+01,3.343000000000000000e+03,2.172000000000000000e+06
3.500000000000000000e+01,1.519000000000000000e+03,2.462000000000000000e+06
1.640000000000000000e+02,4.039000000000000000e+03,6.567000000000000000e+06
4.000000000000000000e+01,3.209000000000000000e+03,1.480000000000000000e+06
3.000000000000000000e+01,4.450000000000000000e+03,1.543000000000000000e+06
4.300000000000000000e+01,3.917000000000000000e+03,2.167000000000000000e+06
3.500000000000000000e+01,1.708000000000000000e+03,2.131000000000000000e+06
3.800000000000000000e+01,4.568000000000000000e+03,2.000000000000000000e+06
3.400000000000000000e+01,3.532000000000000000e+03,1.331000000000000000e+06
2.700000000000000000e+01,3.610000000000000000e+02,2.080000000000000000e+06
1.430000000000000000e+02,4.024000000000000000e+03,5.265000000000000000e+06
3.500000000000000000e+01,3.191000000000000000e+03,1.330000000000000000e+06
4.000000000000000000e+01,5.930000000000000000e+02,3.299000000000000000e+06
3.400000000000000000e+01,3.433000000000000000e+03,1.644000000000000000e+06
3.700000000000000000e+01,2.081000000000000000e+03,2.038000000000000000e+06
2.300000000000000000e+01,1.338000000000000000e+03,1.429000000000000000e+06
4.700000000000000000e+01,1.530000000000000000e+02,2.795000000000000000e+06
5.700000000000000000e+01,3.360000000000000000e+03,1.968000000000000000e+06
4.900000000000000000e+01,1.605000000000000000e+03,2.068000000000000000e+06
7.300000000000000000e+01,5.400000000000000000e+01,3.411000000000000000e+06
7.200000000000000000e+01,1.454000000000000000e+03,3.255000000000000000e+06
