9.035726497505434551e+00,4.725522736851184646e+01,2.000000000000000000e+00
1.183380833275982624e+01,4.887441904344041887e+01,0.000000000000000000e+00
9.682707483246487001e+00,4.701557844974435341e+01,2.000000000000000000e+00
1.099746347429502791e+01,4.829916414087645649e+01,0.000000000000000000e+00
8.879401701572598782e+00,4.608305541260141069e+01,2.000000000000000000e+00
1.078657347803073918e+01,4.635646322491999172e+01,1.000000000000000000e+00
1.228623702245918636e+01,4.624951927092909187e+01,1.000000000000000000e+00
1.309686959377862259e+01,4.556668147672004210e+01,1.000000000000000000e+00
1.110003350770216635e+01,4.659674857891633337e+01,0.000000000000000000e+00
1.114581081899414450e+01,4.586705514356471980e+01,1.000000000000000000e+00
1.108034325302759804e+01,4.794924527352672072e+01,0.000000000000000000e+00
1.115604194689045769e+01,4.948006347174970188e+01,0.000000000000000000e+00
1.159549877989385713e+01,4.526383741869828725e+01,1.000000000000000000e+00
1.210831937567026628e+01,4.816127241049054675e+01,0.000000000000000000e+00
9.081687004849383626e+00,4.595381781193718496e+01,2.000000000000000000e+00
1.171762754192932654e+01,4.780335089560833239e+01,0.000000000000000000e+00
1.164392906282755469e+01,4.516618298271737331e+01,1.000000000000000000e+00
8.191086880251043922e+00,4.494409588229797237e+01,2.000000000000000000e+00
1.301348389982845966e+01,4.817917732719077861e+01,0.000000000000000000e+00
1.190146475171148310e+01,4.590226842255862039e+01,1.000000000000000000e+00
1.387816959756099955e+01,4.680759663522594849e+01,0.000000000000000000e+00
1.290052030894658053e+01,4.644380183721644784e+01,1.000000000000000000e+00
1.000056273816525376e+01,4.594902037270177431e+01,2.000000000000000000e+00
1.119670833592744685e+01,4.781090582581007453e+01,0.000000000000000000e+00
1.204960128217150839e+01,4.653686266947055117e+01,1.000000000000000000e+00
1.075088685142318212e+01,4.775529940640638671e+01,0.000000000000000000e+00
9.329183770651267693e+00,4.482624964427433412e+01,2.000000000000000000e+00
1.105358863653655987e+01,4.752919055535399906e+01,0.000000000000000000e+00
1.286153988673084037e+01,4.654666161779380928e+01,0.000000000000000000e+00
9.702494319701450820e+00,4.739169395448487876e+01,1.000000000000000000e+00
1.132909396363326948e+01,4.885591962272980027e+01,0.000000000000000000e+00
9.649930338045614064e+00,4.373109815739974948e+01,2.000000000000000000e+00
1.051953222445613356e+01,4.801608568012662914e+01,0.000000000000000000e+00
1.353056675960630884e+01,4.801545186184553415e+01,0.000000000000000000e+00
9.151384583692689034e+00,4.728183777762383500e+01,2.000000000000000000e+00
1.171786713598390328e+01,4.611954368368692059e+01,0.000000000000000000e+00
9.412414795301657477e+00,4.678718277283959992e+01,2.000000000000000000e+00
1.226789134650906199e+01,4.597332810518343393e+01,1.000000000000000000e+00
1.134182843469158719e+01,4.953822762109484756e+01,0.000000000000000000e+00
