4.979999999999999716e+01,3.675000000000000000e+03,1.980000000000000000e+02,1.000000000000000000e+00
4.310000000000000142e+01,3.500000000000000000e+03,1.970000000000000000e+02,0.000000000000000000e+00
3.900000000000000000e+01,3.550000000000000000e+03,1.860000000000000000e+02,0.000000000000000000e+00
4.579999999999999716e+01,4.150000000000000000e+03,1.970000000000000000e+02,0.000000000000000000e+00
3.570000000000000284e+01,3.150000000000000000e+03,1.850000000000000000e+02,0.000000000000000000e+00
5.000000000000000000e+01,5.550000000000000000e+03,2.200000000000000000e+02,2.000000000000000000e+00
3.760000000000000142e+01,3.600000000000000000e+03,1.850000000000000000e+02,0.000000000000000000e+00
4.679999999999999716e+01,4.850000000000000000e+03,2.150000000000000000e+02,2.000000000000000000e+00
5.110000000000000142e+01,6.000000000000000000e+03,2.200000000000000000e+02,2.000000000000000000e+00
4.810000000000000142e+01,3.325000000000000000e+03,1.990000000000000000e+02,1.000000000000000000e+00
5.129999999999999716e+01,3.700000000000000000e+03,1.980000000000000000e+02,1.000000000000000000e+00
3.500000000000000000e+01,3.450000000000000000e+03,1.900000000000000000e+02,0.000000000000000000e+00
3.620000000000000284e+01,3.300000000000000000e+03,1.870000000000000000e+02,0.000000000000000000e+00
3.400000000000000000e+01,3.400000000000000000e+03,1.850000000000000000e+02,0.000000000000000000e+00
3.850000000000000000e+01,3.325000000000000000e+03,1.900000000000000000e+02,0.000000000000000000e+00
4.320000000000000284e+01,4.450000000000000000e+03,2.080000000000000000e+02,2.000000000000000000e+00
4.450000000000000000e+01,4.100000000000000000e+03,2.160000000000000000e+02,2.000000000000000000e+00
5.150000000000000000e+01,3.250000000000000000e+03,1.870000000000000000e+02,1.000000000000000000e+00
4.329999999999999716e+01,4.400000000000000000e+03,2.090000000000000000e+02,2.000000000000000000e+00
4.979999999999999716e+01,5.700000000000000000e+03,2.300000000000000000e+02,2.000000000000000000e+00
5.079999999999999716e+01,4.450000000000000000e+03,2.010000000000000000e+02,1.000000000000000000e+00
4.070000000000000284e+01,3.725000000000000000e+03,1.900000000000000000e+02,0.000000000000000000e+00
4.870000000000000284e+01,5.350000000000000000e+03,2.220000000000000000e+02,2.000000000000000000e+00
5.510000000000000142e+01,5.850000000000000000e+03,2.300000000000000000e+02,2.000000000000000000e+00
4.279999999999999716e+01,4.700000000000000000e+03,2.090000000000000000e+02,2.000000000000000000e+00
4.110000000000000142e+01,3.425000000000000000e+03,1.820000000000000000e+02,0.000000000000000000e+00
5.050000000000000000e+01,4.050000000000000000e+03,2.010000000000000000e+02,1.000000000000000000e+00
3.779999999999999716e+01,3.300000000000000000e+03,1.860000000000000000e+02,0.000000000000000000e+00
3.960000000000000142e+01,3.900000000000000000e+03,1.910000000000000000e+02,0.000000000000000000e+00
3.310000000000000142e+01,2.900000000000000000e+03,1.780000000000000000e+02,0.000000000000000000e+00
3.920000000000000284e+01,4.675000000000000000e+03,1.950000000000000000e+02,0.000000000000000000e+00
4.150000000000000000e+01,4.000000000000000000e+03,2.010000000000000000e+02,0.000000000000000000e+00
4.850000000000000000e+01,3.400000000000000000e+03,1.910000000000000000e+02,1.000000000000000000e+00
3.689999999999999858e+01,3.500000000000000000e+03,1.890000000000000000e+02,0.000000000000000000e+00
3.529999999999999716e+01,3.800000000000000000e+03,1.870000000000000000e+02,0.000000000000000000e+00
4.870000000000000284e+01,5.350000000000000000e+03,2.080000000000000000e+02,2.000000000000000000e+00
3.929999999999999716e+01,3.650000000000000000e+03,1.900000000000000000e+02,0.000000000000000000e+00
4.320000000000000284e+01,2.900000000000000000e+03,1.870000000000000000e+02,1.000000000000000000e+00
3.729999999999999716e+01,3.000000000000000000e+03,1.920000000000000000e+02,0.000000000000000000e+00
4.550000000000000000e+01,4.750000000000000000e+03,2.120000000000000000e+02,2.000000000000000000e+00
4.650000000000000000e+01,4.550000000000000000e+03,2.100000000000000000e+02,2.000000000000000000e+00
4.200000000000000000e+01,4.050000000000000000e+03,2.000000000000000000e+02,0.000000000000000000e+00
4.489999999999999858e+01,5.100000000000000000e+03,2.130000000000000000e+02,2.000000000000000000e+00
4.760000000000000142e+01,3.850000000000000000e+03,1.950000000000000000e+02,1.000000000000000000e+00
3.620000000000000284e+01,3.150000000000000000e+03,1.870000000000000000e+02,0.000000000000000000e+00
4.360000000000000142e+01,4.900000000000000000e+03,2.170000000000000000e+02,2.000000000000000000e+00
4.250000000000000000e+01,4.500000000000000000e+03,1.970000000000000000e+02,0.000000000000000000e+00
4.600000000000000000e+01,4.150000000000000000e+03,1.950000000000000000e+02,1.000000000000000000e+00
4.750000000000000000e+01,4.875000000000000000e+03,2.120000000000000000e+02,2.000000000000000000e+00
4.029999999999999716e+01,4.350000000000000000e+03,1.960000000000000000e+02,0.000000000000000000e+00
4.520000000000000284e+01,5.200000000000000000e+03,2.120000000000000000e+02,2.000000000000000000e+00
3.779999999999999716e+01,3.400000000000000000e+03,1.740000000000000000e+02,0.000000000000000000e+00
4.570000000000000284e+01,4.400000000000000000e+03,2.140000000000000000e+02,2.000000000000000000e+00
3.560000000000000142e+01,3.175000000000000000e+03,1.910000000000000000e+02,0.000000000000000000e+00
3.879999999999999716e+01,3.800000000000000000e+03,1.800000000000000000e+02,0.000000000000000000e+00
5.039999999999999858e+01,5.550000000000000000e+03,2.240000000000000000e+02,2.000000000000000000e+00
4.639999999999999858e+01,3.450000000000000000e+03,1.900000000000000000e+02,1.000000000000000000e+00
4.289999999999999858e+01,5.000000000000000000e+03,2.150000000000000000e+02,2.000000000000000000e+00
4.520000000000000284e+01,3.250000000000000000e+03,1.910000000000000000e+02,1.000000000000000000e+00
5.000000000000000000e+01,5.350000000000000000e+03,2.240000000000000000e+02,2.000000000000000000e+00
4.620000000000000284e+01,5.300000000000000000e+03,2.210000000000000000e+02,2.000000000000000000e+00
4.020000000000000284e+01,3.975000000000000000e+03,2.000000000000000000e+02,0.000000000000000000e+00
5.079999999999999716e+01,4.100000000000000000e+03,2.100000000000000000e+02,1.000000000000000000e+00
3.650000000000000000e+01,2.850000000000000000e+03,1.810000000000000000e+02,0.000000000000000000e+00
3.510000000000000142e+01,4.200000000000000000e+03,1.930000000000000000e+02,0.000000000000000000e+00
